__ntuple,entry,rec.dlp..index,rec.dlp.particles..index,pdg,genE,interaction_id,is_contained,is_fiducial,match_overlaps
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,0,0,0,22.0,0.0063862777,0.0,1.0,1.0,0.02248839
1,0,0,1,2212.0,0.99183416,0.0,1.0,1.0,0.02248839
1,0,0,2,2212.0,0.9829835,0.0,1.0,1.0,0.02248839
1,0,1,0,22.0,0.006156571,0.0,0.0,1.0,0.7662206
1,0,1,1,22.0,0.004761753,0.0,0.0,1.0,0.7662206
1,0,1,2,22.0,0.005346863,0.0,0.0,1.0,0.7662206
1,0,1,3,,,,0.0,1.0,0.7662206
1,0,1,4,22.0,0.0060989414,-1.0,0.0,1.0,0.7662206
1,0,1,5,,,,0.0,1.0,0.7662206
1,0,1,6,22.0,0.00612053,0.0,0.0,1.0,0.7662206
1,0,1,7,22.0,0.005310847,0.0,0.0,1.0,0.7662206
1,0,1,8,22.0,0.0062305853,0.0,0.0,1.0,0.7662206
1,0,1,9,22.0,0.0067799594,-1.0,0.0,1.0,0.7662206
1,0,1,10,22.0,0.0033052294,0.0,0.0,1.0,0.7662206
1,0,1,11,22.0,0.0064640036,-1.0,0.0,1.0,0.7662206
1,0,1,12,,,,0.0,1.0,0.7662206
1,0,1,13,,,,0.0,1.0,0.7662206
1,0,1,14,,,,0.0,1.0,0.7662206
1,0,1,15,2212.0,0.9943487,0.0,0.0,1.0,0.7662206
1,0,1,16,211.0,0.23143516,0.0,0.0,1.0,0.7662206
1,0,1,17,2212.0,1.0317541,0.0,0.0,1.0,0.7662206
1,0,1,18,2212.0,1.0317541,0.0,0.0,1.0,0.7662206
1,0,1,19,2212.0,0.98946,0.0,0.0,1.0,0.7662206
1,0,1,20,2212.0,1.0352963,0.0,0.0,1.0,0.7662206
1,0,1,21,2212.0,1.0352963,0.0,0.0,1.0,0.7662206
1,0,1,22,2212.0,1.2499038,0.0,0.0,1.0,0.7662206
1,0,1,23,13.0,2.025427,0.0,0.0,1.0,0.7662206
1,0,1,24,2212.0,0.9843889,0.0,0.0,1.0,0.7662206
1,0,1,25,2212.0,1.018768,0.0,0.0,1.0,0.7662206
1,0,1,26,2212.0,0.9843889,0.0,0.0,1.0,0.7662206
1,0,1,27,-211.0,0.51216125,-1.0,0.0,1.0,0.7662206
1,0,1,28,-211.0,0.26046392,-1.0,0.0,1.0,0.7662206
1,0,1,29,2212.0,0.9812355,-1.0,0.0,1.0,0.7662206
1,0,2,0,,,,0.0,0.0,0.12618296
1,0,2,1,13.0,1.3810818,-1.0,0.0,0.0,0.12618296
1,0,3,0,,,,0.0,0.0,0.9329212
1,0,3,1,,,,0.0,0.0,0.9329212
1,0,3,2,,,,0.0,0.0,0.9329212
1,0,3,3,,,,0.0,0.0,0.9329212
1,0,3,4,-13.0,35.632095,-1.0,0.0,0.0,0.9329212
1,0,4,0,,,,0.0,0.0,0.9252317
1,0,4,1,22.0,0.005495215,-1.0,0.0,0.0,0.9252317
1,0,4,2,-11.0,0.052612077,-1.0,0.0,0.0,0.9252317
1,0,4,3,-13.0,3.9223492,-1.0,0.0,0.0,0.9252317
1,0,5,0,22.0,0.0043313405,-1.0,1.0,1.0,0.110971
1,0,5,1,22.0,0.006217251,-1.0,1.0,1.0,0.110971
1,0,5,2,22.0,0.0045827418,-1.0,1.0,1.0,0.110971
1,0,5,3,2212.0,1.0042624,-1.0,1.0,1.0,0.110971
1,0,6,0,,,,0.0,0.0,0.91443455
1,0,6,1,,,,0.0,0.0,0.91443455
1,0,6,2,,,,0.0,0.0,0.91443455
1,0,6,3,,,,0.0,0.0,0.91443455
1,0,6,4,13.0,4.960169,-1.0,0.0,0.0,0.91443455
1,0,7,0,13.0,4.37312,-1.0,0.0,1.0,0.8522848
1,0,7,1,13.0,4.37312,-1.0,0.0,1.0,0.8522848
1,0,8,0,,,,0.0,0.0,0.95028955
1,0,8,1,-13.0,1.55603,-1.0,0.0,0.0,0.95028955
1,0,9,0,,,,,,
1,1,0,0,,,,0.0,1.0,0.6958998
1,1,0,1,,,,0.0,1.0,0.6958998
1,1,0,2,13.0,3.4244483,-1.0,0.0,1.0,0.6958998
1,1,1,0,,,,0.0,1.0,0.28094155
1,1,1,1,,,,0.0,1.0,0.28094155
1,1,1,2,13.0,3.4244483,-1.0,0.0,1.0,0.28094155
1,1,2,0,,,,0.0,0.0,0.8825107
1,1,2,1,,,,0.0,0.0,0.8825107
1,1,2,2,,,,0.0,0.0,0.8825107
1,1,2,3,,,,0.0,0.0,0.8825107
1,1,2,4,,,,0.0,0.0,0.8825107
1,1,2,5,,,,0.0,0.0,0.8825107
1,1,2,6,,,,0.0,0.0,0.8825107
1,1,2,7,,,,0.0,0.0,0.8825107
1,1,2,8,13.0,3.8750925,-1.0,0.0,0.0,0.8825107
1,1,3,0,22.0,0.0062049325,0.0,1.0,1.0,0.92435426
1,1,3,1,-11.0,0.030329527,0.0,1.0,1.0,0.92435426
1,1,3,2,,,,1.0,1.0,0.92435426
1,1,3,3,22.0,0.0028635005,0.0,1.0,1.0,0.92435426
1,1,3,4,-13.0,0.10977818,0.0,1.0,1.0,0.92435426
1,1,3,5,211.0,0.18170395,0.0,1.0,1.0,0.92435426
1,1,3,6,2212.0,0.9493037,0.0,1.0,1.0,0.92435426
1,1,3,7,13.0,0.2142526,0.0,1.0,1.0,0.92435426
1,1,4,0,,,,0.0,1.0,0.91369265
1,1,4,1,,,,0.0,1.0,0.91369265
1,1,4,2,,,,0.0,1.0,0.91369265
1,1,4,3,13.0,3.957269,-1.0,0.0,1.0,0.91369265
1,1,5,0,,,,,,
1,1,6,0,,,,,,
1,1,7,0,,,,0.0,0.0,0.933675
1,1,7,1,,,,0.0,0.0,0.933675
1,1,7,2,,,,0.0,0.0,0.933675
1,1,7,3,,,,0.0,0.0,0.933675
1,1,7,4,13.0,9.598819,-1.0,0.0,0.0,0.933675
1,1,8,0,-13.0,4.292135,-1.0,1.0,0.0,0.45982143
1,1,8,1,-13.0,4.292135,-1.0,1.0,0.0,0.45982143
1,1,9,0,,,,0.0,0.0,0.96703297
1,1,9,1,,,,0.0,0.0,0.96703297
1,1,9,2,,,,0.0,0.0,0.96703297
1,1,9,3,-13.0,3.688615,-1.0,0.0,0.0,0.96703297
1,1,10,0,,,,0.0,0.0,0.926451
1,1,10,1,,,,0.0,0.0,0.926451
1,1,10,2,,,,0.0,0.0,0.926451
1,1,10,3,,,,0.0,0.0,0.926451
1,1,10,4,,,,0.0,0.0,0.926451
1,1,10,5,-13.0,1.4019197,-1.0,0.0,0.0,0.926451
1,1,11,0,,,,0.0,0.0,0.984375
1,1,11,1,,,,0.0,0.0,0.984375
1,1,11,2,-13.0,2.1284523,-1.0,0.0,0.0,0.984375
1,1,12,0,,,,0.0,0.0,0.8987414
1,1,12,1,,,,0.0,0.0,0.8987414
1,1,12,2,,,,0.0,0.0,0.8987414
1,1,12,3,13.0,3.8138268,-1.0,0.0,0.0,0.8987414
1,1,13,0,,,,0.0,0.0,0.97317743
1,1,13,1,,,,0.0,0.0,0.97317743
1,1,13,2,,,,0.0,0.0,0.97317743
1,1,13,3,,,,0.0,0.0,0.97317743
1,1,13,4,,,,0.0,0.0,0.97317743
1,1,13,5,-13.0,1.579681,-1.0,0.0,0.0,0.97317743
1,1,14,0,,,,0.0,0.0,0.7557554
1,1,14,1,-13.0,10.009298,-1.0,0.0,0.0,0.7557554
1,1,15,0,,,,0.0,1.0,0.7542182
1,1,15,1,-13.0,2.5904582,-1.0,0.0,1.0,0.7542182
1,1,15,2,-13.0,2.5904582,-1.0,0.0,1.0,0.7542182
1,1,16,0,,,,0.0,1.0,0.9723684
1,1,16,1,-13.0,11.670083,-1.0,0.0,1.0,0.9723684
1,1,17,0,,,,0.0,0.0,0.7556776
1,1,17,1,,,,0.0,0.0,0.7556776
1,1,17,2,,,,0.0,0.0,0.7556776
1,1,17,3,,,,0.0,0.0,0.7556776
1,1,17,4,13.0,1.6315316,-1.0,0.0,0.0,0.7556776
1,1,18,0,,,,,,
1,1,19,0,,,,0.0,0.0,0.5314519
1,1,19,1,,,,0.0,0.0,0.5314519
1,1,19,2,,,,0.0,0.0,0.5314519
1,1,19,3,-13.0,35.632095,-1.0,0.0,0.0,0.5314519
1,1,20,0,-13.0,2.5904582,-1.0,0.0,1.0,0.23516111
1,1,21,0,13.0,7.3075404,-1.0,0.0,0.0,0.5714286
1,2,0,0,,,,0.0,0.0,0.80054647
1,2,0,1,,,,0.0,0.0,0.80054647
1,2,0,2,22.0,0.008659595,-1.0,0.0,0.0,0.80054647
1,2,0,3,,,,0.0,0.0,0.80054647
1,2,0,4,-13.0,5.669083,-1.0,0.0,0.0,0.80054647
1,2,1,0,22.0,0.004302899,-1.0,1.0,1.0,1.0
1,2,2,0,,,,0.0,0.0,0.9744058
1,2,2,1,13.0,1.3273381,-1.0,0.0,0.0,0.9744058
1,2,3,0,13.0,2.8516147,-1.0,0.0,0.0,0.9672619
1,2,4,0,2212.0,0.9490825,0.0,1.0,1.0,0.94871795
1,2,4,1,2212.0,0.9801313,0.0,1.0,1.0,0.94871795
1,2,5,0,13.0,0.74625266,-1.0,0.0,0.0,0.9539439
1,3,0,0,,,,0.0,0.0,0.86373454
1,3,0,1,,,,0.0,0.0,0.86373454
1,3,0,2,,,,0.0,0.0,0.86373454
1,3,0,3,,,,0.0,0.0,0.86373454
1,3,0,4,,,,0.0,0.0,0.86373454
1,3,0,5,-13.0,14.324742,-1.0,0.0,0.0,0.86373454
1,3,1,0,,,,0.0,0.0,0.8647984
1,3,1,1,,,,0.0,0.0,0.8647984
1,3,1,2,,,,0.0,0.0,0.8647984
1,3,1,3,,,,0.0,0.0,0.8647984
1,3,1,4,-13.0,24.309422,-1.0,0.0,0.0,0.8647984
1,3,2,0,,,,,,
1,3,3,0,,,,0.0,0.0,0.6248343
1,3,3,1,,,,0.0,0.0,0.6248343
1,3,3,2,-13.0,9.077692,-1.0,0.0,0.0,0.6248343
1,3,4,0,,,,0.0,0.0,0.55027336
1,3,4,1,,,,0.0,0.0,0.55027336
1,3,4,2,,,,0.0,0.0,0.55027336
1,3,4,3,13.0,5.920262,-1.0,0.0,0.0,0.55027336
1,3,4,4,13.0,5.920262,-1.0,0.0,0.0,0.55027336
1,3,5,0,-13.0,5.9776335,-1.0,0.0,1.0,0.9772059
1,3,5,1,,,,0.0,1.0,0.9772059
1,3,5,2,-13.0,5.9776335,-1.0,0.0,1.0,0.9772059
1,3,6,0,,,,0.0,1.0,0.40583873
1,3,6,1,,,,0.0,1.0,0.40583873
1,3,6,2,13.0,5.920262,-1.0,0.0,1.0,0.40583873
1,3,7,0,,,,0.0,1.0,0.47540984
1,3,7,1,,,,0.0,1.0,0.47540984
1,3,7,2,-13.0,5.941335,-1.0,0.0,1.0,0.47540984
1,3,8,0,,,,0.0,1.0,0.89349115
1,3,8,1,-13.0,6.5563164,-1.0,0.0,1.0,0.89349115
1,3,9,0,,,,0.0,1.0,0.94125324
1,3,9,1,,,,0.0,1.0,0.94125324
1,3,9,2,,,,0.0,1.0,0.94125324
1,3,9,3,13.0,5.11252,-1.0,0.0,1.0,0.94125324
1,3,10,0,13.0,1.002498,0.0,0.0,1.0,0.9409722
1,3,11,0,-13.0,1.0043243,-1.0,0.0,1.0,0.8832891
1,3,12,0,-13.0,5.941335,-1.0,0.0,1.0,0.5057232
1,4,0,0,-13.0,1.1338782,-1.0,0.0,0.0,0.80981594
1,4,0,1,,,,0.0,0.0,0.80981594
1,4,1,0,22.0,0.0044282316,-1.0,0.0,0.0,0.7989418
1,4,1,1,2212.0,1.0945734,-1.0,0.0,0.0,0.7989418
1,4,2,0,,,,0.0,1.0,0.9359487
1,4,2,1,,,,0.0,1.0,0.9359487
1,4,2,2,,,,0.0,1.0,0.9359487
1,4,2,3,13.0,5.034721,-1.0,0.0,1.0,0.9359487
1,4,3,0,,,,0.0,0.0,0.1678785
1,4,3,1,,,,0.0,0.0,0.1678785
1,4,3,2,,,,0.0,0.0,0.1678785
1,4,3,3,,,,0.0,0.0,0.1678785
1,4,3,4,-13.0,1.4858062,-1.0,0.0,0.0,0.1678785
1,4,4,0,13.0,0.9665034,1.0,0.0,1.0,0.8821918
1,4,5,0,,,,,,
1,5,0,0,,,,,,
1,5,1,0,,,,,,
1,5,2,0,,,,,,
1,5,3,0,22.0,0.0029676494,-1.0,0.0,0.0,0.89601314
1,5,3,1,,,,0.0,0.0,0.89601314
1,5,3,2,13.0,0.9141714,-1.0,0.0,0.0,0.89601314
1,5,4,0,11.0,0.0074757314,-1.0,1.0,1.0,0.93974173
1,5,4,1,13.0,0.8432432,-1.0,1.0,1.0,0.93974173
1,5,5,0,11.0,0.038529135,-1.0,0.0,0.0,0.9404719
1,5,5,1,13.0,1.1553518,-1.0,0.0,0.0,0.9404719
1,5,6,0,,,,0.0,1.0,0.97692305
1,5,6,1,-13.0,1.8659989,-1.0,0.0,1.0,0.97692305
1,5,7,0,,,,0.0,1.0,0.96942675
1,5,7,1,,,,0.0,1.0,0.96942675
1,5,7,2,-13.0,2.846818,-1.0,0.0,1.0,0.96942675
1,5,8,0,,,,0.0,0.0,0.91929585
1,5,8,1,,,,0.0,0.0,0.91929585
1,5,8,2,13.0,3.1181765,-1.0,0.0,0.0,0.91929585
1,5,9,0,,,,0.0,1.0,0.91600454
1,5,9,1,2212.0,1.0124702,0.0,0.0,1.0,0.91600454
1,5,9,2,13.0,1.1698534,0.0,0.0,1.0,0.91600454
1,6,0,0,,,,,,
1,6,1,0,22.0,0.0035075417,1.0,1.0,1.0,0.8685567
1,6,1,1,-11.0,0.04739975,1.0,1.0,1.0,0.8685567
1,6,1,2,-13.0,0.1666802,1.0,1.0,1.0,0.8685567
1,6,1,3,13.0,0.18411957,1.0,1.0,1.0,0.8685567
1,6,2,0,,,,,,
1,6,3,0,,,,,,
1,6,3,1,,,,,,
1,6,4,0,-11.0,0.5284481,-1.0,1.0,0.0,1.0
1,6,5,0,,,,0.0,0.0,0.83122545
1,6,5,1,,,,0.0,0.0,0.83122545
1,6,5,2,,,,0.0,0.0,0.83122545
1,6,5,3,-13.0,29.169777,-1.0,0.0,0.0,0.83122545
1,6,6,0,,,,0.0,0.0,0.87365204
1,6,6,1,,,,0.0,0.0,0.87365204
1,6,6,2,,,,0.0,0.0,0.87365204
1,6,6,3,,,,0.0,0.0,0.87365204
1,6,6,4,,,,0.0,0.0,0.87365204
1,6,6,5,-13.0,9.893099,-1.0,0.0,0.0,0.87365204
